"","quest","STATE","answer","n","region"
"3085","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","OH","garage sale ",1051,"ohio"
"3086","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","OK","garage sale ",286,"oklahoma"
"3087","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","OR","garage sale ",346,"oregon"
"3088","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","PA","yard sale ",1391,"pennsylvania"
"3089","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","RI","yard sale ",126,"rhode island"
"3090","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","SC","yard sale ",175,"south carolina"
"3091","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","SD","garage sale /rummage sale ",120,"south dakota"
"3092","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","TN","yard sale ",343,"tennessee"
"3093","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","TX","garage sale ",1877,"texas"
"3094","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","UT","yard sale ",156,"utah"
"3095","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","VA","yard sale ",804,"virginia"
"3096","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","VT","yard sale ",83,"vermont"
"3097","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","WA","garage sale ",1114,"washington"
"3098","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","WI","garage sale ",701,"wisconsin"
"3099","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","WV","yard sale ",141,"west virginia"
"3100","Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?","WY","garage sale ",56,"wyoming"
"3101","Which of these terms do you prefer for the small road parallel to the highway?","AK","frontage road ",52,"alaska"
"3102","Which of these terms do you prefer for the small road parallel to the highway?","AL","service road ",198,"alabama"
"3103","Which of these terms do you prefer for the small road parallel to the highway?","AR","access road ",72,"arkansas"
"3104","Which of these terms do you prefer for the small road parallel to the highway?","AZ","frontage road ",197,"arizona"
"3105","Which of these terms do you prefer for the small road parallel to the highway?","CA","frontage road ",1767,"california"
"3106","Which of these terms do you prefer for the small road parallel to the highway?","CO","frontage road ",399,"colorado"
"3107","Which of these terms do you prefer for the small road parallel to the highway?","CT","service road ",336,"connecticut"
"3108","Which of these terms do you prefer for the small road parallel to the highway?","DE","service road ",34,"delaware"
"3109","Which of these terms do you prefer for the small road parallel to the highway?","FL","service road ",408,"florida"
"3110","Which of these terms do you prefer for the small road parallel to the highway?","GA","access road ",289,"georgia"
"3111","Which of these terms do you prefer for the small road parallel to the highway?","HI","service road ",29,"hawaii"
"3112","Which of these terms do you prefer for the small road parallel to the highway?","IA","frontage road ",601,"iowa"
"3113","Which of these terms do you prefer for the small road parallel to the highway?","ID","frontage road ",114,"idaho"
"3114","Which of these terms do you prefer for the small road parallel to the highway?","IL","frontage road ",1403,"illinois"
"3115","Which of these terms do you prefer for the small road parallel to the highway?","IN","frontage road ",405,"indiana"
"3116","Which of these terms do you prefer for the small road parallel to the highway?","KS","frontage road ",768,"kansas"
"3117","Which of these terms do you prefer for the small road parallel to the highway?","KY","access road ",158,"kentucky"
"3118","Which of these terms do you prefer for the small road parallel to the highway?","LA","service road ",297,"louisiana"
"3119","Which of these terms do you prefer for the small road parallel to the highway?","MA","service road ",416,"massachusetts"
"3120","Which of these terms do you prefer for the small road parallel to the highway?","MD","service road ",281,"maryland"
"3121","Which of these terms do you prefer for the small road parallel to the highway?","ME","access road ",49,"maine"
"3122","Which of these terms do you prefer for the small road parallel to the highway?","MI","service road ",891,"michigan"
"3123","Which of these terms do you prefer for the small road parallel to the highway?","MN","frontage road ",865,"minnesota"
"3124","Which of these terms do you prefer for the small road parallel to the highway?","MO","frontage road ",559,"missouri"
"3125","Which of these terms do you prefer for the small road parallel to the highway?","MS","frontage road ",120,"mississippi"
"3126","Which of these terms do you prefer for the small road parallel to the highway?","MT","frontage road ",306,"montana"
"3127","Which of these terms do you prefer for the small road parallel to the highway?","NC","service road ",329,"north carolina"
"3128","Which of these terms do you prefer for the small road parallel to the highway?","ND","frontage road ",156,"north dakota"
"3129","Which of these terms do you prefer for the small road parallel to the highway?","NE","frontage road ",121,"nebraska"
"3130","Which of these terms do you prefer for the small road parallel to the highway?","NH","access road ",53,"new hampshire"
"3131","Which of these terms do you prefer for the small road parallel to the highway?","NJ","service road ",681,"new jersey"
"3132","Which of these terms do you prefer for the small road parallel to the highway?","NM","frontage road ",135,"new mexico"
"3133","Which of these terms do you prefer for the small road parallel to the highway?","NV","frontage road ",51,"nevada"
"3134","Which of these terms do you prefer for the small road parallel to the highway?","NY","service road ",1822,"new york"
"3135","Which of these terms do you prefer for the small road parallel to the highway?","OH","service road ",563,"ohio"
"3136","Which of these terms do you prefer for the small road parallel to the highway?","OK","access road ",121,"oklahoma"
"3137","Which of these terms do you prefer for the small road parallel to the highway?","OR","frontage road ",190,"oregon"
"3138","Which of these terms do you prefer for the small road parallel to the highway?","PA","service road ",727,"pennsylvania"
"3139","Which of these terms do you prefer for the small road parallel to the highway?","RI","service road ",68,"rhode island"
"3140","Which of these terms do you prefer for the small road parallel to the highway?","SC","frontage road ",186,"south carolina"
"3141","Which of these terms do you prefer for the small road parallel to the highway?","SD","service road ",141,"south dakota"
"3142","Which of these terms do you prefer for the small road parallel to the highway?","TN","access road ",167,"tennessee"
